fsa,city,province,latitude,longitude,timezone,dst
J2B,Drummondville South,Quebec,45.8845,-72.4841,-5,1
J2C,Drummondville Central,Quebec,45.9092,-72.4808,-5,1
J2E,Drummondville Northwest,Quebec,45.9037,-72.5297,-5,1
J2G,Granby Central,Quebec,45.4109,-72.7103,-5,1
J2H,Granby East,Quebec,45.4036,-72.7097,-5,1
J2J,Granby West,Quebec,45.3915,-72.7799,-5,1
J2K,Cowansville,Quebec,45.2214,-72.7567,-5,1
J2L,Bromont,Quebec,45.3161,-72.6501,-5,1
J2N,Farnham,Quebec,45.2925,-72.978,-5,1
J2R,Saint-Hyacinthe Northwest,Quebec,45.648,-73.0056,-5,1
J2S,Saint-Hyacinthe Southwest,Quebec,45.6352,-72.9726,-5,1
J2T,Saint-Hyacinthe East,Quebec,45.6414,-72.9243,-5,1
J2W,Saint-Luc,Quebec,45.3988,-73.3723,-5,1
J2X,Saint-Jean- sur-Richelieu East,Quebec,45.3167,-73.2338,-5,1
J2Y,Saint-Jean- sur-Richelieu West,Quebec,45.3172,-73.3346,-5,1
J3A,Saint-Jean- sur-Richelieu North,Quebec,45.334,-73.2662,-5,1
J3B,Saint-Jean- sur-Richelieu Central,Quebec,45.3234,-73.2662,-5,1
J3E,Sainte-Julie,Quebec,45.5806,-73.336,-5,1
J3G,Beloeil West,Quebec,45.5462,-73.2339,-5,1
J3H,Beloeil East,Quebec,45.5413,-73.2215,-5,1
J3L,Chambly,Quebec,45.4694,-73.289,-5,1
J3M,Marieville,Quebec,45.4355,-73.1738,-5,1
J3N,Saint-Basile- Le-Grand,Quebec,45.5355,-73.2719,-5,1
J3P,Sorel Central,Quebec,46.045,-73.1172,-5,1
J3R,Sorel Southwest,Quebec,46.0476,-73.1263,-5,1
J3T,Nicolet,Quebec,46.2326,-72.5995,-5,1
J3V,Saint-Bruno,Quebec,45.5392,-73.3598,-5,1
J3X,Varennes,Quebec,45.6911,-73.4312,-5,1
J3Y,Saint-Hubert Central,Quebec,45.4841,-73.4329,-5,1
J3Z,Saint-Hubert East,Quebec,45.4732,-73.3716,-5,1
J4B,Boucherville,Quebec,45.5685,-73.423,-5,1
J4G,Longueuil North,Quebec,45.5535,-73.4987,-5,1
J4H,Longueuil West,Quebec,45.5428,-73.5083,-5,1
J4J,Longueuil Central,Quebec,45.529,-73.5039,-5,1
J4K,Longueuil Southwest,Quebec,45.5284,-73.5246,-5,1
J4L,Longueuil Southeast,Quebec,45.5291,-73.4708,-5,1
J4M,Longueuil East,Quebec,45.544,-73.4505,-5,1
J4N,Longueuil Northeast,Quebec,45.5382,-73.4577,-5,1
J4P,Saint-Lambert North,Quebec,45.4993,-73.5157,-5,1
J4R,Saint-Lambert Central,Quebec,45.4876,-73.5092,-5,1
J4S,Saint-Lambert South,Quebec,45.4832,-73.5067,-5,1
J4T,Saint-Hubert West,Quebec,45.4966,-73.4481,-5,1
J4V,Greenfield Park,Quebec,45.4926,-73.4473,-5,1
J4W,Brossard Northwest,Quebec,45.4769,-73.4992,-5,1
J4X,Brossard Southwest,Quebec,45.4564,-73.4931,-5,1
J4Y,Brossard South,Quebec,45.4605,-73.4651,-5,1
J4Z,Brossard Northeast,Quebec,45.4814,-73.4649,-5,1
J5A,Saint-Constant,Quebec,45.384,-73.5591,-5,1
J5B,Delson,Quebec,45.4024,-73.5376,-5,1
J5J,Saint-Sophie,Quebec,45.8184,-73.8983,-5,1
J5K,Saint-Colomban,Quebec,45.7334,-74.1309,-5,1
J5L,Saint-J�r�me West,Quebec,45.8052,-74.1051,-5,1
J5M,Saint-Lin- Laurentides,Quebec,45.8522,-73.7577,-5,1
J5R,La Prairie,Quebec,45.3973,-73.5284,-5,1
J5T,Lavaltrie,Quebec,45.905,-73.2594,-5,1
J5V,Louiseville,Quebec,46.2675,-72.9382,-5,1
J5W,L'Assomption,Quebec,45.8313,-73.4233,-5,1
J5X,L'�piphanie,Quebec,45.8508,-73.4824,-5,1
J5Y,Repentigny Northeast,Quebec,45.7599,-73.4343,-5,1
J5Z,Repentigny West,Quebec,45.7289,-73.4907,-5,1
J6A,Repentigny South,Quebec,45.7134,-73.4778,-5,1
J6E,Joliette,Quebec,46.0551,-73.432,-5,1
J6J,Ch�teauguay North,Quebec,45.3944,-73.7494,-5,1
J6K,Ch�teauguay South,Quebec,45.3631,-73.7085,-5,1
J6N,Beauharnois,Quebec,45.3577,-73.7851,-5,1
J6R,Mercier,Quebec,45.3063,-73.748,-5,1
J6S,Salaberry-de- Valleyfield North,Quebec,45.2788,-74.1422,-5,1
J6T,Salaberry-de- Valleyfield South,Quebec,45.2571,-74.12,-5,1
J6V,Terrebonne East,Quebec,45.7005,-73.5298,-5,1
J6W,Terrebonne Central,Quebec,45.6908,-73.6308,-5,1
J6X,Terrebonne Northwest,Quebec,45.6986,-73.6632,-5,1
J6Y,Terrebonne Southwest,Quebec,45.6999,-73.8112,-5,1
J6Z,Sainte-Th�r�se- de-Blainville Northeast,Quebec,45.6693,-73.7484,-5,1
J7A,Sainte-Th�r�se- de-Blainville East,Quebec,45.6179,-73.8038,-5,1
J7B,Sainte-Th�r�se- de-Blainville North,Quebec,45.6462,-73.8092,-5,1
J7C,Sainte-Th�r�se- de-Blainville Northwest,Quebec,45.6488,-73.8466,-5,1
J7E,Sainte-Th�r�se- de-Blainville Central,Quebec,45.6318,-73.8261,-5,1
J7G,Sainte-Th�r�se- de-Blainville South,Quebec,45.5999,-73.8301,-5,1
J7H,Sainte-Th�r�se- de-Blainville Southwest,Quebec,45.62,-73.8564,-5,1
J7J,Mirabel Northeast,Quebec,45.6563,-73.9753,-5,1
J7K,Mascouche Extremities,Quebec,45.7551,-73.5959,-5,1
J7L,Mascouche Central,Quebec,45.7567,-73.6263,-5,1
J7M,La Plaine,Quebec,45.7915,-73.7559,-5,1
J7N,Mirabel Southwest,Quebec,45.72,-74.0327,-5,1
J7P,Saint-Eustache Northeast,Quebec,45.5618,-73.8881,-5,1
J7R,Saint-Eustache Southwest,Quebec,45.5321,-73.894,-5,1
J7T,Vaudreuil- Dorion RCM,Quebec,45.3135,-74.0573,-5,1
J7V,Vaudreuil- Dorion,Quebec,45.4042,-74.034,-5,1
J7X,Valleyfield,Quebec,45.2616,-74.2078,-5,1
J7Y,Saint-J�r�me North,Quebec,45.814,-74.0176,-5,1
J7Z,Saint-J�r�me Southeast,Quebec,45.795,-74.0017,-5,1
J8A,Saint-Hippolyte,Quebec,45.9261,-74.0244,-5,1
J8B,Sainte-Ad�le,Quebec,45.9454,-74.1327,-5,1
J8C,Sainte-Agathe- Des-Monts,Quebec,46.0469,-74.2901,-5,1
J8E,Mont-Tremblant,Quebec,46.156,-74.5627,-5,1
J8G,Chatham,Quebec,45.6068,-74.4387,-5,1
J8H,Lachute,Quebec,45.6484,-74.3406,-5,1
J8L,Buckingham,Quebec,45.599,-75.4206,-5,1
J8M,Masson-Angers,Quebec,45.5555,-75.4352,-5,1
J8N,Val-des-Monts,Quebec,45.688,-75.7837,-5,1
J8P,Gatineau Southeast,Quebec,45.495,-75.5883,-5,1
J8R,Gatineau Northeast,Quebec,45.4914,-75.6057,-5,1
J8T,Gatineau Southwest,Quebec,45.4979,-75.7043,-5,1
J8V,Gatineau Northwest,Quebec,45.488,-75.7474,-5,1
J8X,Hull Southeast,Quebec,45.4465,-75.7156,-5,1
J8Y,Hull Central,Quebec,45.4603,-75.7606,-5,1
J8Z,Hull North,Quebec,45.4659,-75.7558,-5,1
J9A,Hull Southwest,Quebec,45.4206,-75.7538,-5,1
J9B,Chelsea,Quebec,45.4039,-75.826,-5,1
J9E,Maniwaki,Quebec,46.3741,-75.9823,-5,1
J9H,Aylmer South,Quebec,45.3958,-75.8259,-5,1
J9J,Aylmer North,Quebec,45.4202,-75.7748,-5,1
J9L,Mont-Laurier,Quebec,46.5442,-75.4972,-5,1
J9P,Val-d'Or,Quebec,48.1068,-77.7833,-5,1
J9T,Amos,Quebec,48.5837,-78.1002,-5,1
J9V,Ville-Marie,Quebec,47.3288,-79.441,-5,1
J9X,Rouyn-Noranda South,Quebec,48.25,-79.0253,-5,1
J9Y,Rouyn-Noranda North,Quebec,48.8054,-79.1991,-5,1
J9Z,La Sarre,Quebec,48.8131,-79.2026,-5,1
S0A,Yorkton Region (Melville),Saskatchewan,51.8194,-103.5644,-6,0
S0C,Southeastern Saskatchewan (Carlyle),Saskatchewan,49.1895,-104.4374,-6,0
S0E,Eastern Saskatchewan (Melfort),Saskatchewan,53.1325,-104.6719,-6,0
S0G,South Central Saskatchewan (Fort Qu'Appelle),Saskatchewan,51.3669,-105.9973,-6,0
S0H,Southern Saskatchewan (Assiniboia),Saskatchewan,50.1971,-105.8481,-6,0
S0J,Northern Saskatchewan (La Ronge),Saskatchewan,52.7586,-107.4669,-6,0
S0K,Central Saskatchewan (Humboldt),Saskatchewan,52.807,-105.3626,-6,0
S0L,Western Saskatchewan (Kindersley),Saskatchewan,51.2296,-108.702,-6,0
S0M,Northwestern Saskatchewan (Battleford),Saskatchewan,54.2836,-109.2415,-6,0
S0N,Southwestern Saskatchewan (Maple Creek),Saskatchewan,50.3599,-108.5139,-6,0
S0P,Northeastern Saskatchewan (Creighton),Saskatchewan,54.663,-102.0822,-6,0
S2V,Buena Vista,Saskatchewan,50.7763,-104.9291,-6,0
S3N,Yorkton,Saskatchewan,51.202,-102.457,-6,0
S4A,Estevan,Saskatchewan,49.1433,-102.9987,-6,0
S4H,Weyburn,Saskatchewan,49.6719,-103.8491,-6,0
S4L,Regina East,Saskatchewan,50.4395,-104.5758,-6,0
S4N,Regina Northeast and East Central,Saskatchewan,50.4399,-104.574,-6,0
S4P,Regina Central,Saskatchewan,50.4423,-104.6116,-6,0
S4R,Regina North Central,Saskatchewan,50.4707,-104.6116,-6,0
S4S,Regina South Saskatchewan Provincial Government,Saskatchewan,50.4253,-104.6347,-6,0
S4T,Regina West,Saskatchewan,50.4552,-104.6376,-6,0
S4V,Regina Southeast,Saskatchewan,50.4364,-104.5438,-6,0
S4W,Regina Southwest,Saskatchewan,50.4896,-104.6694,-6,0
S4X,Regina Northwest,Saskatchewan,50.4722,-104.6828,-6,0
S4Y,Regina Outer Northwest,Saskatchewan,50.478,-104.6987,-6,0
S4Z,Regina Northeast,Saskatchewan,50.4529,-104.5345,-6,0
S6H,Moose Jaw Southeast,Saskatchewan,50.4019,-105.5325,-6,0
S6J,Moose Jaw Northeast,Saskatchewan,50.4241,-105.5467,-6,0
S6K,Moose Jaw West,Saskatchewan,50.3768,-105.5819,-6,0
S6V,Prince Albert Central,Saskatchewan,53.2027,-105.7503,-6,0
S6W,Prince Albert Southwest,Saskatchewan,53.1744,-105.7636,-6,0
S6X,Prince Albert East,Saskatchewan,53.1922,-105.7055,-6,0
S7H,Saskatoon East Central,Saskatchewan,52.1131,-106.622,-6,0
S7J,Saskatoon South Central,Saskatchewan,52.1068,-106.6552,-6,0
S7K,Saskatoon North Central,Saskatchewan,52.1542,-106.6415,-6,0
S7L,Saskatoon West,Saskatchewan,52.1449,-106.6704,-6,0
S7M,Saskatoon Southwest,Saskatchewan,52.1261,-106.6985,-6,0
S7N,Saskatoon Northeast Central,Saskatchewan,52.1193,-106.6594,-6,0
S7P,Saskatoon North,Saskatchewan,52.1695,-106.5869,-6,0
S7R,Saskatoon Northwest,Saskatchewan,52.2022,-106.6765,-6,0
S7S,Saskatoon Northeast,Saskatchewan,52.1584,-106.5955,-6,0
S7T,Saskatoon South,Saskatchewan,52.0554,-106.7036,-6,0
S7V,Saskatoon Southeast,Saskatchewan,52.1103,-106.5698,-6,0
S9A,North Battleford,Saskatchewan,52.779,-108.2983,-6,0
S9H,Swift Current,Saskatchewan,50.2875,-107.8113,-6,0
S9V,Lloydminster,Saskatchewan,53.2719,-110.0044,-7,0
S9X,Meadow Lake,Saskatchewan,54.132,-108.4314,-6,0
Y0A,Southeastern Yukon (Watson Lake),Yukon,60.1734,-129.0159,-8,1
Y0B,Central Yukon (Dawson City),Yukon,64.062,-139.4351,-8,1
Y1A,Whitehorse,Yukon,60.7227,-135.0534,-8,1
